0.0225;-0.0053;0.018
0.0131;0.0069;0.011
0.0025;0.0124;-0.021
0.002;-0.006;0.002
-0.0156;-0.0076;-0.007
-0.0048;-0.0059;-0.004
-0.006;-0.0038;0.002
-0.0116;0.0042;-0.002
0.0051;0.0077;-0.001
0;0;0
