0.06435507;0.063373519;0.052209389;0.055465524;0.044225007;0.048708205;0.046166275;0.03992691;0.030318192;0;0.054750122
0.110730173;0.114106517;0.142518369;0.063837064;0.131440689;0.092765378;0.066946563;0.10134376;0.170846689;0;0.115098307
0.129957413;0.078791313;0.132467816;0.063869639;0.230546061;0.327316298;0.025753517;0.193233535;0.241834102;0;0.12592441
0.050641303;0.03007999;0.023815144;0.016702362;0.023367937;0.0204617;0.083756875;0.037044183;0.020788054;0;0.038841484
0.047513756;0.029875349;0.02478254;0.018575372;0.02690214;0.025850089;0.076121543;0.028532192;0.02170276;0;0.037229456
0.053864987;0.059411128;0.055957538;0.032533368;0.043381019;0.032046737;0.054453888;0.043365755;0.043812055;0;0.052434246
0.048839686;0.053134719;0.057551218;0.042012427;0.043328269;0.036896288;0.029061278;0.039308372;0.042006098;0;0.047991857
0.038618036;0.036010084;0.026531768;0.039292491;0.025235262;0.028941323;0.041246023;0.02723837;0.02025643;0;0.033241332
0.020576892;0.02517535;0.022669004;0.051727648;0.017681563;0.011443238;0.017830122;0.01453848;0.016581972;0;0.021997167
0.026516112;0.038868312;0.038403864;0.103805468;0.030710638;0.019511642;0.021661032;0.024588303;0.028566961;0;0.03419372
0.070341733;0.111205561;0.098514794;0.171763154;0.067983289;0.04105102;0.062569326;0.056150764;0.069197092;0;0.085654344
0.085142962;0.101331067;0.123800817;0.134473969;0.110520319;0.090780182;0.074810358;0.118929532;0.101845047;0;0.102325309
0.01904995;0.013836885;0.015789438;0.021849068;0.014875301;0.011202178;0.061076032;0.01578123;0.019795168;0;0.021451354
0.039144912;0.073648301;0.047357398;0.073430133;0.033411402;0.02565157;0.063062675;0.032600924;0.039777969;0;0.049667239
0.0744244;0.047782568;0.051465762;0.040505876;0.074714099;0.075777771;0.064264594;0.079490642;0.057735908;0;0.061535886
0.033487859;0.020270711;0.01578398;0.017223548;0.014622104;0.018178724;0.063423582;0.022420583;0.013744039;0;0.026821068
0.043942982;0.050031371;0.037212698;0.026743324;0.030932186;0.055372791;0.083462189;0.05372201;0.027433352;0;0.046303945
0.02732016;0.037339126;0.025527531;0.0196096;0.027303034;0.029508522;0.045163021;0.052280646;0.020905324;0;0.031258583
0.015531614;0.015728129;0.007640931;0.006579965;0.008819682;0.008536343;0.019171106;0.019503808;0.012852787;1;0.013280172
