0.062988739;0.059245427;0.049745108;0.047766093;0.04064702;0.052635687;0.056702758;0.043145973;0.034715098;0.053919584
0.122044591;0.111924704;0.167028367;0.066876059;0.148418574;0.103398117;0.080861423;0.110671174;0.184766395;0.124639148
0.111256915;0.065759624;0.147109577;0.061070723;0.273683137;0.222463475;0.02966292;0.220912643;0.277531597;0.128661996
0.048680485;0.027984784;0.02007357;0.016551383;0.02024701;0.027502821;0.080121898;0.034648321;0.019223913;0.03856979
0.04410552;0.02441453;0.020290919;0.013560488;0.01945651;0.025076101;0.063576872;0.024151221;0.017244767;0.033427939
0.051793861;0.050534816;0.051940011;0.029282538;0.036133518;0.03505971;0.057246235;0.035349881;0.037887552;0.048122665
0.04789161;0.049847896;0.05735235;0.04288714;0.046138023;0.043673855;0.03418445;0.038015811;0.04199137;0.046664487
0.038145556;0.035491841;0.025024863;0.038175819;0.023196512;0.031973093;0.039614255;0.026019126;0.016029629;0.032332915
0.020611595;0.025190923;0.02190787;0.050721697;0.016796008;0.017426968;0.022103876;0.015978041;0.015542119;0.021910207
0.027885074;0.039890439;0.036816089;0.128793761;0.028305014;0.023805976;0.026948017;0.02462039;0.02789723;0.034618182
0.073997248;0.125209972;0.102075361;0.184032679;0.052292026;0.068260354;0.06689233;0.058146214;0.06625774;0.086634419
0.088008078;0.110692289;0.122311943;0.129905421;0.101490051;0.100403744;0.074401741;0.117954249;0.095777579;0.101626967
0.020967738;0.016656372;0.01404376;0.021077428;0.013107007;0.017661125;0.043761059;0.016113969;0.015534842;0.021056012
0.038202999;0.094512142;0.039720673;0.069743436;0.031424516;0.035002945;0.064368512;0.040957981;0.031753655;0.049686141
0.073553027;0.048055554;0.052422462;0.037152386;0.078778039;0.077002221;0.072416437;0.077325125;0.061375361;0.064530299
0.032844265;0.017738705;0.013371951;0.015227979;0.012104006;0.021535361;0.054816719;0.019244682;0.011329157;0.025791616
0.049286821;0.047155053;0.033807771;0.023265457;0.026673013;0.051606815;0.07063959;0.042181327;0.024317304;0.045161826
0.032126874;0.03751508;0.02057084;0.018192405;0.023528012;0.031611214;0.043919883;0.043974691;0.016720875;0.031265693
0.015609004;0.012179846;0.004386514;0.005717109;0.007582004;0.013900419;0.017761024;0.010589179;0.004103818;0.011380116
